"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88"
"00000002fan.jpg",-0.12361331454139,0.104993571636147,-0.128984515826123,0.110756073701455,-0.111766322139441,0.094339678254383,-0.0971491964511377,0.0774876588117009,-0.085115727687117,0.0613643429271856,-0.0710644029288666,0.0463878780692728,-0.059237358461131,0.0298423858001191,-0.0435554143471359,0.0154410219205989,-0.0250407267939683,0.00121320603171981,-0.00729825162997321,-0.0161797713578275,0.0149208981990068,-0.033650435326566,0.047514565203077,-0.0434098456713834,0.0829048028807559,-0.0355658032854968,0.109963745427934,-0.0149737211891044,0.122656732113002,0.0112659292127138,0.126178610904515,0.0365994775550514,0.124572664167714,0.0620194778982752,0.121897823126723,0.0878347361984405,0.119944616936023,0.112503416185226,0.11763973615508,0.131771699705794,0.106558216181224,0.15509001897351,0.108276944133614,0.178406928709636,-0.235088769405364,0.0933464127666113,-0.220673434847952,0.0526754777863249,-0.206715674026689,0.0299875883305632,-0.195304184704968,0.00594060005111698,-0.182624853910415,-0.0173239248277708,-0.165826971461419,-0.0391674735955223,-0.146039261962956,-0.0597182494200478,-0.122362113011186,-0.0760670154709729,-0.0988503250416803,-0.0904639111259707,-0.0756227502918927,-0.106488691867728,-0.0493026958683419,-0.120866355664704,-0.0188294917917696,-0.131998092131822,0.0145997140335636,-0.133852020087654,0.0445834759849262,-0.128447789788944,0.0735812529010896,-0.123477394276604,0.103974009179392,-0.113590229937968,0.130983082852492,-0.0966415503839677,0.153738968096982,-0.0764099486187632,0.172437713377868,-0.0535118932678597,0.184993705604643,-0.0293588819771632,0.193364409885419,-0.00784198167618808,0.194780069785873,0.0497374004241833
"00000003fan.jpg",-0.170191804328578,0.103421539538131,-0.144894223970156,0.0867676067549268,-0.127095737827433,0.0746604469122584,-0.110712424304471,0.0629925223519499,-0.0935399420044569,0.05294581625585,-0.0767221362460036,0.041826103373159,-0.0591030644448241,0.031236849874704,-0.0403272622548244,0.019188685438492,-0.0207044412694525,0.00457190441217527,-0.0049415579062418,-0.0138251389817629,0.0197732094343914,-0.0181724203654216,0.0443548736568028,-0.0199410916638195,0.0682107444751691,-0.0137454598755482,0.0915133905150493,-0.00474737631337705,0.111985045038897,0.0102433424218899,0.122214226440877,0.0340986932066118,0.127640023952834,0.0604424058278615,0.133323088150142,0.085639057199104,0.134500916916084,0.10998754055718,0.136651872685919,0.133085106643162,0.139672655288546,0.15096828198403,0.150585346711193,0.168176574707343,-0.235416258804568,0.053400841071804,-0.231268598651968,0.0419517996401539,-0.214463005989392,0.02026059750933,-0.198855501912361,-0.00168995609965732,-0.179331288799399,-0.0202356180556979,-0.158656995618294,-0.036667780489118,-0.135740568090084,-0.0496139548187004,-0.113922445138111,-0.0649007209871882,-0.0898990900004132,-0.0764944532466814,-0.0654786975310649,-0.0900129013614088,-0.0424247538486836,-0.104286864009652,-0.0167066981215116,-0.113500222934462,0.0109964316557126,-0.118831054009702,0.0389196107008403,-0.113783413954059,0.0656954452883488,-0.107145021834461,0.0928660455289763,-0.101722793798098,0.119694537477038,-0.0927497889364086,0.146511325482151,-0.080250844466516,0.171051444731628,-0.0606986438754947,0.187229516209877,-0.03612222687462,0.200878050459833,-0.0121097423812809,0.216128696261982,0.00538177365301985
"00000009fan.jpg",-0.163991615609009,0.113952657395551,-0.14298268444332,0.0897529859095922,-0.129590100315973,0.0730400696572672,-0.118472321910485,0.0556113226189556,-0.103138576274194,0.0394905208591869,-0.0860577137326737,0.0265442126591501,-0.0707301596532456,0.0152398676418024,-0.0570518324411117,-0.00330522462973434,-0.0324236520686865,-0.0185662022033679,-0.00530543867550063,-0.0255722145158787,0.0207142689374387,-0.0280510553886999,0.0469938921744273,-0.0294508458785263,0.0736243266396704,-0.0244655638763852,0.0986692618349165,-0.0126964093570972,0.117808440062267,0.00729049488534649,0.129305648250541,0.032143304527513,0.138579732222961,0.0581964881185086,0.140647338758999,0.0845851516097418,0.147131753581293,0.10799181831532,0.151264617067098,0.132034558566488,0.150798654858093,0.154056488537934,0.153271358412241,0.177657647215859,-0.239479039131915,0.0707538307238281,-0.230153331401111,0.0436735138788526,-0.211184206784744,0.0234958832608068,-0.194249831266381,0.00270761254664161,-0.175772358191627,-0.0163127196793039,-0.156430261281513,-0.0343147911771086,-0.135579639736537,-0.0504690782181169,-0.113008444640931,-0.0648351584751814,-0.0904280675290707,-0.0793571651334393,-0.0661918587528258,-0.0910172541314965,-0.0406999257866074,-0.0998782395654853,-0.0144770959880285,-0.105364846392503,0.0120244997012116,-0.106356258043124,0.0387559848187335,-0.104035072496148,0.0653614024017648,-0.099418985196083,0.0914409196823443,-0.0928090617565386,0.115869839472578,-0.0813419674588948,0.138827408784317,-0.06633454766909,0.16076124821804,-0.0495976975258913,0.18072747917218,-0.0309936916107704,0.195800147394748,-0.00858974377334323,0.209019933169627,0.0149153652238619
"00000010fan.jpg",-0.144591310850552,0.106661592133964,-0.137396451695358,0.102745291402051,-0.120760805652507,0.0875619555549419,-0.104027176057604,0.0744544829489856,-0.0893496936859044,0.0587560535672351,-0.075794446860474,0.0443533343078888,-0.0599962708249394,0.0320471348093134,-0.041720851163251,0.0197619183769227,-0.0229604530037119,0.00591654695981218,-0.00128986850392016,-0.00731817808428212,0.0183172395650717,-0.0230476922365595,0.0454832616876766,-0.0357961210081861,0.0762977868662035,-0.0258960341480481,0.101422418814108,-0.0106154280582197,0.114715660162242,0.0129386791684179,0.11822993330505,0.0371246615280666,0.118730913576484,0.0631977046500428,0.118615553629255,0.0881383073765833,0.115898128796692,0.107327031910121,0.10504813734777,0.134406179489381,0.108463691340951,0.165566924424774,0.113527607048279,0.174776239502582,-0.224970532042655,0.080437420004593,-0.21428168224064,0.0545827995631883,-0.202134338345382,0.0325101995220074,-0.1868424834868,0.011372257503317,-0.171622449771122,-0.0101564670844363,-0.154892302379738,-0.0304938728067394,-0.138039765344434,-0.0508266704912494,-0.118785114347212,-0.0696936810322759,-0.09888170572562,-0.0881204852195256,-0.0778266697292321,-0.10635902304119,-0.0532751800288402,-0.123995004281885,-0.0231075824067279,-0.136558360968927,0.00873905945757447,-0.142631748540026,0.0436376161655384,-0.144672598140792,0.0796441411695542,-0.135511014132957,0.110080314874058,-0.118576085084328,0.133405478827635,-0.0982006583014716,0.153873968188126,-0.0778274220571364,0.173343203802273,-0.0558945860232793,0.188526616553978,-0.0320574474812344,0.203284985972268,-0.00856511710376258,0.213261416995835,0.0381769806223225
"00000011fan.jpg",-0.166159037587426,0.0978706396381449,-0.147952659361013,0.0821351110435846,-0.131482880760354,0.0683642677608198,-0.116320796524236,0.0537047465301258,-0.0987694872218637,0.0432642883277874,-0.083316806506047,0.0303631365348433,-0.0655791302030032,0.019252707559121,-0.0466572944416992,0.00860492608555446,-0.0253293408272897,0.000969186220697584,-0.00304430212203416,-0.00791329803584568,0.0200698776768279,-0.0115546567063568,0.0440087864832769,-0.011304589956924,0.0679091704524537,-0.00986607066107095,0.0911182685760278,-0.00418397292277652,0.114027578937471,0.00513700093082299,0.137492802199323,0.0217464589389823,0.151321136413281,0.0521648248937706,0.153194941901936,0.083172377320105,0.148719570341476,0.108413947942636,0.145966033565115,0.132878288968384,0.138272615882847,0.152865570988491,0.141071457617362,0.17517154007269,-0.249912340214219,0.0468268422501987,-0.235128818779799,0.0353531850686146,-0.214348792886991,0.0197796497134518,-0.195283351852436,0.00179622867373286,-0.176514699603948,-0.0166197530662334,-0.157177690881498,-0.0343391772970649,-0.136303392442568,-0.0500716164617977,-0.113916139905567,-0.0639557311518574,-0.090654947875479,-0.0769220792103291,-0.0667989834757579,-0.0892706706571495,-0.0422309103904988,-0.0991250947529552,-0.0172267048833892,-0.103894313410333,0.00738050031827887,-0.100528543461575,0.0343028516783796,-0.0945998393810486,0.0626627347107451,-0.0912140363248688,0.0891773937924418,-0.0892318116225135,0.114612610165722,-0.0845234793820785,0.139118562746312,-0.0723072282557736,0.161413444655953,-0.0557505597864885,0.184368620205419,-0.0402551458578956,0.205902812952588,-0.0233225218747272,0.22799673747388,-0.00908073522489664
"00000012fan.jpg",-0.156446253632957,0.128050545690605,-0.13109215264016,0.0994609391293406,-0.119736464895299,0.079499451365548,-0.110478912516414,0.0627607478856946,-0.0956793207688089,0.0492929058860179,-0.0827174266616924,0.0337894038164767,-0.0675467650968377,0.0194128649506982,-0.0496020935201302,0.00627117942443138,-0.0290002026227137,-0.00556725479590222,-0.00534872091939241,-0.0139453434283009,0.0193271811873962,-0.0203977574407042,0.044547424007336,-0.0233741403816327,0.069373501991368,-0.0171573081885112,0.0938343656777143,-0.00904396901000462,0.118502884390009,0.00476552252510656,0.132626098144508,0.0317018481545488,0.13519877966629,0.0598736117758249,0.137947707780964,0.0859696735014395,0.138611972171196,0.110754272174839,0.136002916193999,0.134113140213569,0.141302329415087,0.149532584414955,0.151594636360734,0.164854857380118,-0.237756765014312,0.0458925809427049,-0.232281798918361,0.0405657664430926,-0.213243017748385,0.0212175754007729,-0.196448827425241,0.000405868155180539,-0.17741500333951,-0.0180040286785942,-0.158296127296479,-0.0361834358382379,-0.136639810027295,-0.051446689243545,-0.115762751126892,-0.0684425343588783,-0.0942451407311717,-0.0846217091717515,-0.0713039121215729,-0.100196284575969,-0.0446399094845238,-0.110635539951467,-0.0165292291725784,-0.114636897900235,0.0111987382950207,-0.114178943202996,0.0384950976399561,-0.110165226762237,0.0658678407175301,-0.106565520463811,0.0920033578917148,-0.0968512473582504,0.115615383900747,-0.0823251653376487,0.139847150698767,-0.0686415874058879,0.162032971498312,-0.0516949127748607,0.183146123877653,-0.0331276999124944,0.201076233611097,-0.0111937817768696,0.214057910563329,0.0202116387278244
"00000014fan.jpg",-0.154450140311636,0.103530425336213,-0.141397710909853,0.0910645677521468,-0.127512711798185,0.0737358746864187,-0.110814292567155,0.06125153952936,-0.0944978477244229,0.0494552896959361,-0.0778005120552544,0.0382196047939709,-0.060268453231312,0.0275524331570817,-0.0410819591337804,0.0159510503985095,-0.0240334005911004,0.000218112072342552,-0.00304677473661419,-0.0126249877673469,0.021043960156961,-0.0196206613673286,0.0453659880805081,-0.0173760287993277,0.0695084822944882,-0.0126587265224677,0.0917945078518645,-0.00321765737097063,0.109917069504023,0.0130901737467537,0.123419115134877,0.0344214345602045,0.130327028786071,0.0597731700781134,0.134686622906584,0.085266879321339,0.13806009500249,0.109556521193611,0.142384221137221,0.132676769734845,0.139462204306858,0.153400036674061,0.150301662225123,0.180561576171163,-0.239965475378756,0.0636261893541834,-0.226271550962795,0.0466308089707049,-0.20940669917681,0.0250639729720458,-0.192848958305865,0.00413410852485543,-0.175887964157874,-0.016158544570985,-0.15793609093579,-0.0356053276167692,-0.13847443971865,-0.0538874659165231,-0.116171492814665,-0.0691389298875614,-0.0933519385201697,-0.0837769987726698,-0.0698077141540802,-0.0980012638744783,-0.0457285309708667,-0.111703127548884,-0.0194907683553594,-0.124338946106129,0.0123389576523406,-0.129917746661241,0.0422590237547589,-0.122178949502451,0.0691196730368756,-0.113689651572547,0.0950861814406046,-0.102319107993272,0.119324779564585,-0.0880537145591746,0.142344384066789,-0.0719817821546117,0.16431819591144,-0.0541082780747381,0.179635659362597,-0.0314022100820591,0.194465048166526,-0.0083948673016897,0.20508256616741,0.0109744352993652
"00000018fan.jpg",-0.175460245814572,0.106742817199236,-0.148314982338111,0.0844563759853696,-0.129976618871503,0.0716357251675077,-0.111794855014675,0.0633767084566312,-0.0950619657957146,0.0518765909397253,-0.0783634632204416,0.0406637333568321,-0.0617285825782365,0.0301046002942652,-0.0404333751200714,0.0214384479803421,-0.020510308328588,0.00397181741864696,-0.00847755192950884,-0.0171261588513556,0.0174045034140315,-0.0268071656947909,0.0443064574294438,-0.0292413137864614,0.0709626032264089,-0.0239278202649705,0.0958996880549276,-0.0125217372063486,0.117587032858172,0.0060100621357812,0.129754548714276,0.032162985693601,0.134255208116149,0.0597482533949275,0.133615434184237,0.0859553759833737,0.135218825459308,0.110546484880179,0.132885227274873,0.134204122428173,0.136063632783686,0.151393466672074,0.149552316616502,0.162853437916631,-0.235854114362118,0.0511724227514677,-0.230207994593358,0.0432955896523331,-0.211173488746797,0.0240915358320856,-0.191563698083218,0.00533284574944587,-0.175196534260104,-0.0159096026680704,-0.157932904350479,-0.0357933021632957,-0.141466149960168,-0.0570060186650085,-0.116846140466813,-0.0683662429337916,-0.0923806387404577,-0.0787051071104657,-0.0668091951056798,-0.0878274400615665,-0.0409193883621314,-0.0972651519217422,-0.0148206237433008,-0.1054267001776,0.0108588343162563,-0.112406769822564,0.0382421123462826,-0.113023506297434,0.0653433364070027,-0.106891198704279,0.092169059988855,-0.0994111702107873,0.118259193124242,-0.0889686405410854,0.143763874090161,-0.0757338208056412,0.166767839468478,-0.0578323665427061,0.187679652623832,-0.037476740557473,0.204682832575704,-0.0136761376769971,0.220020606713218,0.0203107127758053
"00000019fan.jpg",-0.160100409322479,0.104719756127847,-0.142476985574518,0.0907875005658353,-0.126743063983716,0.0754314189591888,-0.109773383068494,0.0639344499930644,-0.0955400683796084,0.0492907419674296,-0.0809032265118985,0.0351539327624949,-0.0634120056592778,0.0239561150959177,-0.0462557523244793,0.0104946717884884,-0.0274899805419782,-0.00326880408003247,-0.00519779666824495,-0.0148216446630399,0.0172083316231504,-0.0284542008770347,0.0451392359306587,-0.0342840859264732,0.0733350990540837,-0.029119625342074,0.101159460980608,-0.019083730951448,0.123649709646784,0.00266459077252025,0.13530614193904,0.0301248372430941,0.142059296641927,0.0579755312058019,0.143862759634214,0.0849914117972141,0.143382151283958,0.110290909527939,0.13809196166528,0.134108879416279,0.128766588565059,0.155523554111775,0.144266502925122,0.171516876112684,-0.237245097799271,0.070649164274614,-0.230016009309347,0.0442507126671717,-0.21464450004264,0.0212874286216115,-0.195362109895982,0.00254121754969638,-0.176805343004522,-0.0163658771346401,-0.157588499161214,-0.0343672525901315,-0.135223298194629,-0.0487993353221436,-0.115014428709671,-0.0667975241237184,-0.0930737246857958,-0.0821258634350471,-0.0683489569579663,-0.0938148580839525,-0.0431450114249193,-0.105223425721949,-0.0171334370534268,-0.11537734893481,0.0111051199774304,-0.117938495563051,0.0394416121209302,-0.11598607855234,0.0664269310310502,-0.108278239319019,0.0927733214792253,-0.0989597575156511,0.117518474836418,-0.0858101265006292,0.138801331237551,-0.067968500999244,0.159555553997137,-0.0496412414985177,0.177609658608225,-0.0291271360105415,0.19327634588777,-0.00839245677590408,0.208757499208456,0.0343119093607231
"00000021fan.jpg",-0.154311862556967,0.108367242493469,-0.135783834784359,0.096477061088207,-0.118122360713667,0.0822119121668598,-0.103949514767843,0.0670993211158398,-0.0893569003229567,0.0535821929711929,-0.0745895504669238,0.0398922434796671,-0.0591107715397946,0.0263344916434126,-0.0434116790299539,0.0118254457117107,-0.0248936974073979,-0.00133959840108384,-0.00312771546855111,-0.0120045197100105,0.0208901458355154,-0.0136366145394421,0.0451309891913017,-0.0147158809919426,0.0689673194678283,-0.0111029967284043,0.092305953126848,-0.00560446308143409,0.111532189699995,0.00995455574372002,0.126034311616093,0.0317832219430981,0.137877473218087,0.0559343190588235,0.145765115541475,0.080639020986288,0.153440638012606,0.104780203496975,0.155307191583994,0.129730066453119,0.156423041090027,0.147766313232394,0.164902097011684,0.177962148894065,-0.241318166182504,0.0444565179535459,-0.239173986258854,0.0359603426914031,-0.219962029494672,0.0139458525495649,-0.200217412230512,-0.0048066324741686,-0.180552821320344,-0.0223365104127719,-0.161290417521445,-0.0402840049545301,-0.141434966650262,-0.0584227151308579,-0.119619611278787,-0.0739589283918542,-0.0992142969090549,-0.0933562536494606,-0.0716833147112177,-0.104898486173895,-0.0441528832993057,-0.11198896466193,-0.0162365196688922,-0.115089727337326,0.0110745201699272,-0.112998269276713,0.0380656734319658,-0.109563631372129,0.0640794368059989,-0.102049497400231,0.0898788540915835,-0.0937179996464618,0.113752254908943,-0.0813579898293932,0.135615696314257,-0.066354700868262,0.153170035850966,-0.0457012171993419,0.173229724584674,-0.0265450023924229,0.189139261282388,-0.00736348682786785,0.194932389748106,0.0104956177785799
